pool_3/_reshape	Reshape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1x1x2048)', '(int32 2x1)'], ['(1x2048)'], 1, 2, 4]}
mixed_1/tower_1/conv_2/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(96x1)'], 0, 1, 3]}
mixed_7/tower_1/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 1, 3]}
mixed_7/conv/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 2, 374, 382]}
mixed_7/tower/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 21, 22]}
mixed_7/tower_1/conv_4/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x7x192x192)'], 0, 2, 4]}
mixed_9/tower/mixed/conv/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 0, 1, 2]}
conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x149x149x32)'], ['(1x149x149x32)'], 0, 18, 20], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 33, 33], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 33, 33]}
mixed_10/tower/mixed/conv_1/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)', '(3x1x384x384)'], ['(1x8x8x384)'], 1, 92, 97], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 186, 186], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 186, 186]}
mixed_1/tower_1/conv/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)', '(64x1)', '(64x1)', '(64x1)', '(', '1', ')'], ['(1x35x35x64)'], 0, 42, 46], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 15, 15], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 15, 15]}
mixed_2/tower_1/conv/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)'], ['(1x35x35x64)'], 0, 169, 170]}
mixed_1/tower_2/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(64x1)'], 0, 2, 3]}
mixed_1/tower_1/conv_2/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x96)', '(3x3x96x96)'], ['(1x35x35x96)'], 1, 56, 60], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 87, 87], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 87, 87]}
mixed_5/tower_1/conv_4/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
pool/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x147x147x64)'], ['(1x147x147x64)'], 1, 179, 182]}
mixed_4/tower_1/conv_3/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x128)'], ['(1x17x17x128)'], 1, 2, 6]}
mixed_4/tower_1/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(128x1)'], 0, 1, 2]}
mixed_6/tower_1/conv_2	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x160)'], ['(1x17x17x160)'], 1, 11, 14], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
mixed_5/tower_2/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x768x192)'], 0, 2, 3]}
mixed_6/tower/conv_1/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(160x1)'], 0, 2, 3]}
mixed_5/tower_1/conv_4/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
mixed_5/tower_1/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x768x160)'], 1, 2, 4]}
mixed_10/tower/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x2048x384)'], 0, 1, 2]}
mixed_5/tower_1/conv_4/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 202, 206]}
mixed_8/tower_1/conv_1/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x7x192x192)'], 0, 1, 3]}
mixed_9/tower_1/mixed/conv_1/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)', '(3x1x384x384)'], ['(1x8x8x384)'], 0, 57, 60], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 182, 182], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 182, 182]}
mixed_3/tower/conv_1	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x96)'], ['(1x35x35x96)'], 0, 13, 15], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
mixed_2/tower_1/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)'], ['(1x35x35x64)'], 1, 19, 23], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
mixed_7/tower/conv_1/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)', '(1x7x192x192)'], ['(1x17x17x192)'], 1, 118, 123], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 178, 178], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 178, 178]}
conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x149x149x32)'], ['(1x149x149x32)'], 1, 2, 5]}
mixed_7/tower_2/conv/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x768)', '(1x1x768x192)'], ['(1x17x17x192)'], 2, 49, 56], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 32, 32], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 32, 32]}
mixed_7/tower_2/conv/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 1, 1, 4]}
mixed_9/tower/mixed/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)'], ['(1x8x8x384)'], 1, 2, 6]}
mixed_8/tower_1/conv_3/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x192)', '(192x1)', '(192x1)', '(192x1)', '(', '1', ')'], ['(1x8x8x192)'], 0, 26, 29], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 7, 7], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 7, 7]}
mixed_8/tower_1/conv_1/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
mixed_6/tower/conv_1	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x160)'], ['(1x17x17x160)'], 0, 11, 13], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
mixed_3/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 0, 2, 4]}
mixed_10/tower/mixed/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)'], ['(1x8x8x384)'], 1, 2, 6]}
mixed_1/tower_2/pool	AvgPool	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x256)'], ['(1x35x35x256)'], 0, 13, 15], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 222, 222], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 222, 222]}
mixed_5/tower/conv_2	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 0, 12, 14], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
mixed_6/tower_1/conv_1/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(160x1)'], 0, 1, 2]}
mixed_10/tower_2/pool	MaxPool	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x2048)'], ['(1x8x8x2048)'], 0, 24, 27], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 26, 26], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 26, 26]}
mixed_4/tower_1/conv_3/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(128x1)'], 0, 27, 29]}
mixed_5/tower_1/conv_3/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(160x1)'], 1, 1, 3]}
mixed_7/tower_1/conv_1/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 1, 2]}
mixed_10/tower_2/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 13, 2, 17]}
mixed_3/tower/conv_1/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)', '(3x3x64x96)'], ['(1x35x35x96)'], 0, 81, 85], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 71, 71], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 71, 71]}
mixed_9/tower/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)'], ['(1x8x8x384)'], 1, 3, 7]}
mixed_7/tower_1/conv_2/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)', '(1x7x192x192)'], ['(1x17x17x192)'], 1, 70, 75], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 184, 184], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 184, 184]}
mixed/tower_1/conv_1/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(96x1)'], 0, 2, 3]}
mixed_8/tower/conv_1/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x320)'], ['(1x8x8x320)'], 1, 2, 5]}
mixed_4/tower/conv_2/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 169, 172]}
mixed/tower_2/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x32)'], ['(1x35x35x32)'], 1, 3, 7]}
mixed_2/tower/conv_1/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)'], ['(1x35x35x64)'], 1, 386, 392]}
mixed_4/tower/conv_1/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x128)'], ['(1x17x17x128)'], 1, 219, 222]}
mixed_4/tower/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x128)'], ['(1x17x17x128)'], 0, 8, 10], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
mixed_1/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x256x64)'], 0, 2, 4]}
mixed/tower_2/conv/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x32)'], ['(1x35x35x32)'], 2, 239, 243]}
mixed_4/tower_1/conv_4/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)', '(192x1)', '(192x1)', '(192x1)', '(', '1', ')'], ['(1x17x17x192)'], 1, 25, 29], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 12, 12], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 12, 12]}
mixed_3/pool/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x288)'], ['(1x35x35x288)'], 1, 2, 5]}
mixed_6/tower_1/conv_1/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(7x1x160x160)'], 0, 1, 2]}
mixed_7/tower_1/conv_4/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
DecodeJpeg	DecodeJpeg	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(string 1x1)'], ['(uint8 100x100x3)'], 0, 312, 315]}
mixed_9/tower/mixed/conv_1/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)', '(3x1x384x384)'], ['(1x8x8x384)'], 1, 79, 88], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 190, 190], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 190, 190]}
mixed_9/tower_1/conv_1/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)'], ['(1x8x8x384)'], 1, 2, 6]}
mixed_5/tower_1/conv_1/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(7x1x160x160)'], 0, 2, 8]}
mixed_5/tower/conv_2/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 358, 362]}
conv_3/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x73x73x80)', '(80x1)', '(80x1)', '(80x1)', '(80x1)'], ['(1x73x73x80)'], 0, 27, 30], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 46, 46], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 46, 46]}
mixed_2/tower_1/conv/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)', '(64x1)', '(64x1)', '(64x1)', '(', '1', ')'], ['(1x35x35x64)'], 0, 43, 47], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 21, 21], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 21, 21]}
mixed_9/tower_1/mixed/conv_1/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(3x1x384x384)'], 0, 1, 2]}
mixed_10/tower_1/conv/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(448x1)'], 0, 1, 2]}
conv_4/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
mixed_6/tower_1/conv_4/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x7x160x192)'], 0, 1, 2]}
mixed_10/tower_2/conv/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x2048)', '(1x1x2048x192)'], ['(1x8x8x192)'], 1, 36, 41], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 31, 31], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 31, 31]}
mixed_10/tower_2/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x2048x192)'], 0, 3, 4]}
mixed_5/tower_1/conv_1/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x160)', '(160x1)', '(160x1)', '(160x1)', '(', '1', ')'], ['(1x17x17x160)'], 0, 25, 41], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 12, 12], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 12, 12]}
softmax/logits/MatMul	MatMul	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x2048)', '(2048x1008)'], ['(1x1008)'], 0, 17, 19], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 57, 57], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 57, 57]}
pool_3/_reshape/shape	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(int32 2x1)'], 1, 1, 4]}
mixed_4/tower_1/conv_2/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(128x1)'], 0, 1, 2]}
mixed_4/join	Concat	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')', '(1x17x17x192)', '(1x17x17x192)', '(1x17x17x192)', '(1x17x17x192)'], ['(1x17x17x768)'], 1, 27, 33], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 15, 15], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 15, 15]}
mixed_7/tower_2/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
mixed_9/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(320x1)'], 1, 1, 3]}
mixed_8/tower/conv/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
mixed_7/tower_2/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 2, 7]}
mixed_8/tower_1/conv_2	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 0, 13, 15], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
mixed_7/tower_1/conv_1/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 2, 6]}
mixed_4/tower/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(128x1)'], 0, 2, 21]}
conv_3/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x64x80)'], 0, 2, 3]}
mixed_7/tower_2/conv/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 263, 265]}
mixed_7/tower_1/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 1, 2]}
mixed_10/tower/conv/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 1, 1, 2]}
softmax	Softmax	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1008)'], ['(1x1008)'], 0, 27, 29], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 15, 15], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 15, 15]}
conv_3/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x73x73x80)'], ['(1x73x73x80)'], 1, 377, 381]}
mixed_7/tower_1/conv/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 360, 364]}
mixed_5/tower_1/conv_3/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x160)', '(160x1)', '(160x1)', '(160x1)', '(', '1', ')'], ['(1x17x17x160)'], 1, 37, 41], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 11, 11], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 11, 11]}
mixed_6/tower/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x160)'], ['(1x17x17x160)'], 1, 1, 3]}
mixed_9/tower_1/mixed/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 1, 0, 2]}
mixed_6/tower_1/conv_1/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x160)', '(160x1)', '(160x1)', '(160x1)', '(', '1', ')'], ['(1x17x17x160)'], 14, 25, 43], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 12, 12], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 12, 12]}
mixed_6/tower/conv_1/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(160x1)'], 0, 2, 3]}
conv_2	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x147x147x64)'], ['(1x147x147x64)'], 0, 15, 17], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 68, 68], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 68, 68]}
mixed_9/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x320)'], ['(1x8x8x320)'], 0, 17, 20], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
